step,reward/all/mean,reward/all/max,reward/all/min,metrics/harleycooper/adaption-dakota-qa/char_f1_reward,metrics/harleycooper/adaption-dakota-qa/dakota_term_reward,metrics/harleycooper/adaption-dakota-qa/keyword_reward,metrics/harleycooper/adaption-dakota-qa/length_reward,filters/all/zero_advantage,empty_rollouts/all,errored_rollouts/all,progress/total_tokens,progress/total_samples
25,0.3342819563689491,0.554487340222886,0.17740063222348407,0.46564951137375055,0.2864820075757576,0.35205475947663445,0.7911676233128895,0.0,0.0,0.0,1326702.0,3328.0
26,0.389059560898772,0.5360125199307126,0.2025689916731305,0.5574061906476901,0.38207324359668104,0.311430582164546,0.8837145283316332,0.0,0.0,0.0,1373600.0,3456.0
27,0.38717103731379165,0.5870904811351005,0.21121296140874435,0.5193327348028416,0.3988343253968254,0.3603351007545087,0.8363729088085732,0.0,0.0,0.0,1417762.0,3584.0
28,0.3174226667175025,0.5020503321699489,0.21559019199715967,0.4631465491889072,0.22433035714285715,0.3713271470370445,0.7863785022186198,0.0,0.0,0.0,1459540.0,3712.0
29,0.35381807388792846,0.5342702532653109,0.20481711909863531,0.5083751684506137,0.2720920138888889,0.4157862103174603,0.8272874606098934,0.0,0.0,0.0,1498408.0,3840.0
30,0.3873478713795928,0.5061550736256222,0.202871829064267,0.5634363684421984,0.3640743371212121,0.3261780753968254,0.8833976682315579,0.0,0.0,0.0,1538279.0,3968.0
31,0.406352112769228,0.5722960607722949,0.23206792223734077,0.5831720462401689,0.40148809523809526,0.32437776382060923,0.9145600806466582,0.0,0.0,0.0,1581100.0,4096.0
32,0.3998066455075075,0.5070445432022019,0.19277310719323593,0.6404175233861973,0.3435825892857143,0.29135044642857144,0.9292492091095819,0.0,0.0,0.0,1624603.0,4224.0
33,0.38952601065117237,0.6162156290092602,0.23202993220350832,0.6113906583260943,0.304296875,0.34743412902940285,0.932741642152384,0.0,0.0,0.0,1661412.0,4352.0
34,0.37122587885595476,0.5889196118958572,0.20347048862802022,0.5636577210618018,0.3077938988095238,0.33078187003968257,0.883559984416948,0.0,0.0,0.0,1697721.0,4480.0
35,0.36172228228635506,0.5880776076357395,0.1237757943881966,0.5808973933012268,0.247265625,0.3650820333615903,0.8755594145680983,0.0,0.0,0.0,1734845.0,4608.0
36,0.4228639217948583,0.5588793324733465,0.2522822268129576,0.6465392380729515,0.39140371347402597,0.3080531881313131,0.9760002001471568,0.0,0.0,0.0,1772751.0,4736.0
37,0.3849430479291429,0.6138690464277998,0.13724371416435802,0.5465379743065326,0.3605096726190476,0.34396665560316875,0.8856065422632018,0.0,0.0,0.0,1810840.0,4864.0
38,0.3982893075480597,0.5190490592272986,0.2374642166477029,0.6288475180445177,0.34464905753968256,0.2863246434937612,0.9473401425096133,0.0,0.0,0.0,1848599.0,4992.0
39,0.44997967089353186,0.5524552007262316,0.2901637320492867,0.6174818323903946,0.4849392361111111,0.3649873889131702,0.9537933362562442,0.0,0.0,0.0,1884768.0,5120.0
40,0.4148962673932247,0.5974066734117895,0.31221734632996156,0.6438000845492471,0.3747877773268398,0.30896112351190474,0.9516574453107529,0.0,0.0,0.0,1926177.0,5248.0
41,0.3775583156974081,0.5980929455496973,0.17692151447394303,0.6042280874624911,0.28639322916666665,0.31963130984512567,0.9263862860501653,0.0,0.0,0.0,1963710.0,5376.0
42,0.41390186201743195,0.663405952156109,0.23326988536914478,0.625086061908682,0.36034226190476193,0.3665493737348178,0.9454526190861021,0.0,0.0,0.0,1999072.0,5504.0
43,0.43482591422957306,0.6108008001603238,0.2690790799324232,0.629272305460222,0.45665922619047616,0.30795355902777777,0.9431703615320803,0.0,0.0,0.0,2042672.0,5632.0
44,0.4044251137336327,0.6507144830504022,0.2035229462645785,0.5765223388843141,0.37057291666666664,0.3939543103847477,0.9002950745484202,0.0,0.0,0.0,2078974.0,5760.0
45,0.4143434479718066,0.590249816551959,0.2855973212249592,0.6352784288750473,0.376171875,0.30252757832848054,0.9729314150377273,0.0,0.0,0.0,2117918.0,5888.0
46,0.4380647978952169,0.6034229815065711,0.29500288504576583,0.6080880505065838,0.4722718253968254,0.3339665944502801,0.9426624848198135,0.0,0.0,0.0,2156271.0,6016.0
47,0.4186766894041412,0.5909930976091878,0.22944099300904713,0.6414108092547735,0.35904947916666663,0.3630746226047237,0.9614794994973928,0.0,0.0,0.0,2190965.0,6144.0
48,0.4501683767684216,0.5994323396471222,0.29790691647287637,0.6810020511117675,0.44765625,0.31751560709511073,0.979936479262131,0.0,0.0,0.0,2228363.0,6272.0
49,0.38859088680816517,0.5385301852078774,0.11089911095516397,0.5888099437319629,0.3254371279761905,0.3481459072738944,0.9153537639123315,0.0,0.0,0.0,2263061.0,6400.0
50,0.46919785301672046,0.6352193104369046,0.33771264927437983,0.6113276670403001,0.5358227926587302,0.40986774918300656,0.9413893608157535,0.0,0.0,0.0,2297211.0,6528.0
51,0.43500489120421276,0.5942231401722329,0.31345345244271716,0.6395963083998025,0.4133029513888889,0.37141888643799437,0.954020957218963,0.0,0.0,0.0,2334005.0,6656.0
52,0.450609238451222,0.6454729700037481,0.19679076409857282,0.7006868607384606,0.4315972222222222,0.31904304858905286,0.9810189931158229,0.0,0.0,0.0,2370781.0,6784.0
53,0.43520007812320866,0.568838016999171,0.17243363533000844,0.670452511656825,0.4028645833333333,0.3414755485527544,0.9550624292608929,0.0,0.0,0.0,2404932.0,6912.0
54,0.4528608374019756,0.5597652689062319,0.34343435614138845,0.6608702315749373,0.46643415178571423,0.3395113388449786,0.9678633314578018,0.0,0.0,0.0,2442112.0,7040.0
55,0.4291960789867251,0.6262611277249658,0.2272862195884032,0.6451353697926093,0.4186706349206349,0.29696992685963275,0.977655570334374,0.0,0.0,0.0,2473875.0,7168.0
56,0.3835881530049721,0.5746829085326453,0.20856038658704418,0.591828990282534,0.30234375,0.3420341594169719,0.9362265652179281,0.0,0.0,0.0,2506147.0,7296.0
57,0.4116545886529549,0.5626954667579467,0.11495195028975151,0.652610888841972,0.34442471590909085,0.32903068898013754,0.9581984832271404,0.0,0.0,0.0,2541089.0,7424.0
58,0.40109581738715283,0.5821746010459903,0.17562535091337922,0.6212477730065015,0.3178385416666667,0.39169456845238093,0.9167812636767028,0.0,0.0,0.0,2574145.0,7552.0
59,0.4147884822531257,0.6515937010801693,0.18571367763206043,0.6752615852102442,0.3374720982142857,0.31507498832866476,0.9747020823697925,0.0,0.0,0.0,2608579.0,7680.0
60,0.47053065354955925,0.6137080241683773,0.34682000593599893,0.6483413401587355,0.48420138888888886,0.44611911525974024,0.9626703455424772,0.0,0.0,0.0,2640558.0,7808.0
61,0.4214201163577908,0.5664767381758021,0.2167840730878924,0.6705714371111284,0.3817550505050505,0.2795106403556239,0.9732414587514999,0.0,0.0,0.0,2673193.0,7936.0
62,0.4335761407661273,0.6044145068666235,0.2783617006333736,0.7001307891344355,0.38118235930735933,0.3102187028657617,0.9765593026044646,0.0,0.0,0.0,2706058.0,8064.0
63,0.41990163815525006,0.5770622243609452,0.3208068315009945,0.7064026212399355,0.3247767857142857,0.31320420944187394,0.9888731571469939,0.0,0.0,0.0,2740859.0,8192.0
64,0.4272153501230528,0.6021391595463329,0.19135446717298552,0.6626628302234865,0.38625372023809523,0.33175306681166056,0.9591056647400351,0.0,0.0,0.0,2774225.0,8320.0
65,0.43585601623805525,0.626649385079891,0.2872435914259206,0.6896677051813169,0.375,0.34545693277310924,0.9912055002675968,0.0,0.0,0.0,2805599.0,8448.0
66,0.4423729973730648,0.6308918225097364,0.2714652074138528,0.7050882473946034,0.4196890782828283,0.28000129190930756,0.9819401825316936,0.0,0.0,0.0,2839484.0,8576.0
67,0.49546481617659366,0.6129504044219485,0.3562663367660685,0.7343367383690373,0.5524739583333333,0.31378758303100407,0.9907030662968375,0.0,0.0,0.0,2872254.0,8704.0
68,0.41942751393500155,0.5276138604258971,0.2737375316257701,0.677916128659525,0.33416418650793656,0.3519797585227273,0.9690226203933026,0.0,0.0,0.0,2907963.0,8832.0
69,0.4048873080805546,0.559960419581661,0.04345186932709888,0.5979793607365596,0.40794270833333335,0.29573042995607335,0.8865009090300373,0.0,0.0,0.0,2942965.0,8960.0
70,0.4033404155568294,0.6106777366572453,0.15713495486425846,0.6364271824771366,0.33920200892857144,0.32229859983766235,0.9412822728332455,0.0,0.0,0.0,2975312.0,9088.0
71,0.4793526341307635,0.6256682119612701,0.1907740814630395,0.6423486277136303,0.5222532242063491,0.44834721293820556,0.948374279997203,0.0,0.0,0.0,3010249.0,9216.0
72,0.4999397952811473,0.6517190581635486,0.4245527584658878,0.6697964481045335,0.5852213541666667,0.4017892224049707,0.966558936442683,0.0,0.0,0.0,3041052.0,9344.0
73,0.4806559476964942,0.624373392335643,0.23883408119948718,0.6565315435238719,0.5355902777777778,0.39112322951815987,0.9717749405446894,0.0,0.0,0.0,3075072.0,9472.0
74,0.43461437614687587,0.5778668977925543,0.2712983118375185,0.6849763737709205,0.38249627976190476,0.34622795595760236,0.9668720538193399,0.0,0.0,0.0,3110147.0,9600.0
75,0.44310970858710663,0.6261256015462782,0.3129432572994256,0.6899157051568405,0.36688988095238095,0.42932024572649574,0.9616578115320791,0.0,0.0,0.0,3144063.0,9728.0
76,0.4612551009172444,0.6013930865914232,0.310091169815086,0.680658575541877,0.4965717442279942,0.303057260037112,0.9666034475781007,0.0,0.0,0.0,3180118.0,9856.0
77,0.4896566940722914,0.6273225085570235,0.26642061956927326,0.7053320823595808,0.566015625,0.3095212180266843,0.9709080327839357,0.0,0.0,0.0,3214469.0,9984.0
78,0.44414867703499045,0.6178047082610294,0.25524459767829705,0.6750359387502572,0.4255642361111111,0.333136027910965,0.9775001732744808,0.0,0.0,0.0,3246502.0,10112.0
79,0.4066866739737112,0.629465383818874,0.1996527581641459,0.6352333164327676,0.3268415178571429,0.3564289659992785,0.9636154460848474,0.0,0.0,0.0,3281177.0,10240.0
80,0.46330178927644666,0.6146975830465844,0.3031832573776684,0.6976997003081737,0.48074776785714285,0.30202411393243195,0.993489167523956,0.0,0.0,0.0,3315551.0,10368.0
81,0.39159853861511534,0.6268587248941114,0.1973639552724876,0.6486686699961584,0.2846354166666667,0.31758078076437457,0.9640362900141957,0.0,0.0,0.0,3349375.0,10496.0
82,0.4517683673639566,0.6162559196911006,0.2836508628003335,0.679163639456891,0.4262090773809524,0.3668808062825333,0.9908261334306818,0.0,0.0,0.0,3383632.0,10624.0
83,0.4452797881530336,0.565676042945131,0.22230619143432737,0.6749928022198501,0.4468998015873016,0.3001971992723371,0.9743206723103002,0.0,0.0,0.0,3417659.0,10752.0
84,0.42964705084213434,0.552608355128257,0.2627738329964191,0.6646866723716102,0.33812499999999995,0.42100824979114454,0.9888664528056018,0.0,0.0,0.0,3449245.0,10880.0
85,0.48247319924430254,0.6216543105241671,0.2887668332536456,0.7293838078446395,0.521386295995671,0.29154690285204987,0.9997932305663388,0.0,0.0,0.0,3482201.0,11008.0
86,0.4546627652810423,0.6689139924591548,0.2837717823982458,0.6271932795476123,0.45048611111111114,0.43789621866924494,0.9703417926041914,0.0,0.0,0.0,3514298.0,11136.0
87,0.4754923295402567,0.6159434411875218,0.3103747908376879,0.7171175908164693,0.4828125,0.3458426339285714,0.9949278674685371,0.0,0.0,0.0,3549598.0,11264.0
88,0.46180933677417463,0.6000141562960667,0.3630681446162266,0.7068534096734969,0.4335441468253968,0.38213336807510084,0.9771273509691626,0.0,0.0,0.0,3583732.0,11392.0
89,0.45506256013186136,0.6242852859478185,0.2535067352371317,0.6329747405368316,0.45847284226190477,0.4377075501253133,0.9362088980028505,0.0,0.0,0.0,3614510.0,11520.0
90,0.4188868882115401,0.6448097185067971,0.06731503882166676,0.6954798430502738,0.37680008793290043,0.24526452850877195,0.9518722179278571,0.0,0.0,0.0,3645834.0,11648.0
91,0.48118531660139985,0.6620646322358844,0.33466569041189814,0.707856224812248,0.5049287518037517,0.3601970420843776,0.9871307854455567,0.0,0.0,0.0,3684842.0,11776.0
92,0.4542050496854407,0.60022072328391,0.3044015644840548,0.7113962589049485,0.4209263392857143,0.3358240181999373,0.9970448044349867,0.0,0.0,0.0,3718410.0,11904.0
93,0.497700228830261,0.6077989384404691,0.3876770053986608,0.6794469214506615,0.5574590773809524,0.41362096020299144,0.9855763122286122,0.0,0.0,0.0,3753192.0,12032.0
94,0.4446827509284456,0.5588683291318776,0.2909786156243581,0.7056281837793774,0.3665178571428572,0.39306702183963693,0.9936029456479857,0.0,0.0,0.0,3788700.0,12160.0
95,0.4444999780209592,0.5801082625592767,0.2654978594479066,0.6868975859360541,0.40849371693121694,0.3519142934951758,0.9744032243330419,0.0,0.0,0.0,3822958.0,12288.0
96,0.4383889356090063,0.5966465741957641,0.2361697969125106,0.6748436911031357,0.39434185606060607,0.3654979734492481,0.9655075999765335,0.0,0.0,0.0,3856866.0,12416.0
97,0.4031991412210607,0.586894793292368,0.2871087942099608,0.6509462106680459,0.2921316964285714,0.357199410577168,0.9924316803890256,0.0,0.0,0.0,3888519.0,12544.0
98,0.47775249488197624,0.6630580108710034,0.3217422955059027,0.7371920369984466,0.47938058035714287,0.33327882356399197,0.99648487990623,0.0,0.0,0.0,3922614.0,12672.0
99,0.4326244082861859,0.6520408503117412,0.08016859307197706,0.6352671671233403,0.4206636679292929,0.3677097922502334,0.9245204728902798,0.0,0.0,0.0,3957068.0,12800.0
