perf/throughput,progress/problems,_runtime,progress/total_problems,prompt_len/max,is_truncated/mean,prompt_len/min,seq_len/mean,batch/off_policy_level/mean,metrics/pattern_reward,metrics/affix_reward,reward/mean,seq_len/min,metrics/char_overlap_reward,time/wait_for_ckpt,_step,time/update_weights,completion_len/max,batch/async_level,completion_len/min,batch/off_policy_level/min,batch/solve_all,seq_len/max,batch/solve_none,is_truncated/max,step,progress/ckpt_step,batch/effective_batch_size,metrics/length_penalty_reward,time/step,prompt_len/mean,batch/off_policy_level/max,progress/samples,time/save_ckpt,progress/total_samples,progress/tokens,is_truncated/min,progress/total_tokens,_timestamp,completion_len/mean,time/generate_completions,metrics/exact_match_reward
1411.0827066587426,32,1037.29763944,352,170,0.23828125,96,514.078125,0.53125,0,1.0,0.1284713175138524,323.625,0.04875139020496394,83.01180243492126,10,1.7844336032867432,502.25,1,214.625,0,0,668.25,0,0.75,10,8,1,0.12480692981906413,93.57610988616943,123.3125,1,256,0.0,2816,131604,0,1494586.0,1762976373.3959563,390.765625,93.26455450057983,0
1397.8856973940688,32,1128.896563922,384,188,0.234375,96,509.6875,0.65625,0,1.0,0.13328186799624364,332.0,0.0631978821361798,85.01265692710876,11,1.8146345615386963,510.5,1,232.5,0,0,698.5,0,0.75,11,9,1,0.13761527712671792,93.51610136032104,127.75,1,256,0.0,3072,130480,0,1625066.0,1762976466.91688,381.9375,93.34096503257751,0
1430.9251299880696,32,1219.765440962,416,198,0.2734375,97,510.1953125,0.75,0,0.9986979166666667,0.13231277190939067,289.125,0.05994523705584369,84.01242327690125,12,1.7640705108642578,512.0,1,192.125,0,0,681.25,0,1.0,12,10,1,0.13635955221036838,91.59292435646057,126.0,1,256,0.0,3328,130610,0,1755676.0,1762976558.5151856,384.1953125,91.27661347389221,0
1467.851676683759,32,1311.56690715,448,179,0.23828125,96,519.91796875,0.84375,0,0.9876302083333334,0.12534189042683114,351.75,0.047785725220726175,84.01244640350342,13,1.7673141956329346,497.5,1,254.75,0,0,666.375,0,0.875,13,11,1,0.11347816366235053,90.8636474609375,125.125,1,256,0.0,3584,133099,0,1888775.0,1762976649.383958,394.79296875,90.67605543136597,0
1467.6575810090324,32,1407.677261331,480,351,0.27734375,97,524.484375,0.875,0,0.9798177083333334,0.13747207181453425,318.375,0.07346313734870996,85.01275753974915,14,3.131962537765503,512.0,1,221.375,0,0,863.0,0,1.0,14,12,1,0.16531782340972634,91.79659676551819,138.75,1,256,0.0,3840,134268,0,2023043.0,1762976741.1859045,385.734375,91.48455452919006,0
1321.782977729801,32,1497.924828114,512,192,0.203125,97,495.27734375,0.90625,0,1.0,0.13429781929096968,326.625,0.06517683294106395,90.01370477676392,15,2.066667318344116,503.0,1,224.0,0,0,681.375,0,0.875,15,13,1,0.14174968468504592,96.10501146316528,125.5,1,256,0.0,4096,126791,0,2149834.0,1762976837.2959018,369.77734375,95.92421913146973,0
1499.5684359643194,32,1585.225361682,544,205,0.2578125,97,526.8671875,0.9375,0,1.0,0.1317672098850659,302.5,0.058851757757667794,84.013108253479,16,2.0592522621154785,503.125,1,205.5,0,0,707.25,0,0.875,16,14,1,0.13331238889021566,90.24225807189941,132.0625,1,256,0.0,4352,134878,0,2284712.0,1762976927.5437434,394.8046875,89.94454455375671,0
1441.6737807557472,32,1681.733965382,576,283,0.15625,98,489.94921875,0.9375,0,1.0,0.13611010573879234,309.75,0.06811590242134002,81.01233839988708,17,1.9935951232910156,512.0,1,206.75,0,0,795.0,0,1.0,17,15,1,0.14991283503016223,87.29478645324707,128.03125,1,256,0.0,4608,125427,0,2410139.0,1762977014.8444195,361.91796875,87.00095796585083,0
1190.3016823112469,32,1769.353305861,608,196,0.0625,98,447.421875,0.9375,0,0.9622395833333334,0.12932900204484024,305.0,0.05852774584534112,91.01362299919128,18,2.071540355682373,505.0,1,201.0,0,0,701.0,0,0.875,18,16,1,0.1426632969495913,96.50269532203674,122.09375,1,256,0.0,4864,114540,0,2524679.0,1762977111.3528903,325.328125,96.22770571708679,0
1418.4415769593072,32,1848.350716816,640,204,0.140625,97,484.515625,0.875,0,0.984375,0.12969545202098406,278.125,0.056876785192173505,83.01135659217834,19,2.4289658069610596,498.625,1,181.125,0,0,673.25,0,0.75,19,17,1,0.13255063321699576,87.61404418945312,130.5625,1,256,0.0,5120,124036,0,2648715.0,1762977198.9717643,353.953125,87.44526529312134,0
1622.1790225451075,32,1933.943493837,672,220,0.1015625,100,499.453125,0.96875,0,1.0,0.1364677652116899,261.5,0.07081350171661249,75.01030254364014,20,2.8204128742218018,481.125,1,157.5,0,0,662.375,0,0.625,20,18,1,0.14870043245578277,78.98817706108093,130.0,1,256,0.0,5376,127860,0,2776575.0,1762977277.964275,369.453125,78.81990718841553,0
1380.0290344787866,32,2021.532177776,704,181,0.0703125,97,459.90234375,0.96875,0,0.984375,0.1318560440216005,268.25,0.06380737596474134,81.01138758659363,21,2.3598430156707764,467.875,1,164.25,0,0,606.0,0,0.375,21,19,1,0.13771379219101498,85.5913360118866,123.875,1,256,0.0,5632,117735,0,2894310.0,1762977363.5607324,336.02734375,85.31342244148254,0
1199.7111649059848,32,2101.184323705,736,167,0.02734375,100,409.7421875,0.71875,0,1.0,0.12882447913883902,291.375,0.05347532323193711,83.01204419136047,22,2.746626138687134,445.625,1,189.375,0,0,612.625,0,0.25,22,20,1,0.12086276328301071,87.58612895011902,120.34375,1,256,0.0,5888,104894,0,2999204.0,1762977451.1515644,289.3984375,87.43271136283875,0
1401.453721941376,32,2173.809264372,768,181,0.046875,98,435.1796875,0.96875,0,0.984375,0.1375739508305031,278.375,0.07957136879558824,75.01076102256775,23,1.9764695167541504,495.0,1,180.375,0,0,656.875,0,0.5,23,21,1,0.15481451380923641,79.645987033844,123.15625,1,256,0.0,6144,111406,0,3110610.0,1762977530.8021133,312.0234375,79.49317073822021,0
1615.1301253693407,32,2249.758243258,800,218,0.0625,97,457.1484375,0.96875,0,1.0,0.13500503402721659,252.125,0.06732138909799523,67.00997304916382,24,2.033357620239258,469.125,1,155.125,0,0,642.0,0,0.375,24,22,1,0.14360504138411692,72.62047290802002,131.09375,1,256,0.0,6400,117030,0,3227640.0,1762977603.4267647,326.0546875,72.45855808258057,0
1424.006061472904,32,2329.144813437,832,232,0.01953125,97,421.57421875,0.96875,0,0.94921875,0.13118420849544804,275.125,0.07172845922103836,71.01079440116882,25,1.684812068939209,418.875,1,170.125,0,0,641.875,0,0.25,25,23,1,0.14611094434160246,75.94554495811462,129.15625,1,256,0.0,6656,107923,0,3335563.0,1762977679.3766248,292.41796875,75.78830099105835,0
1334.4962438764442,32,2407.177389157,864,192,0.01953125,98,413.03515625,0.96875,0,0.9830729166666667,0.13841372919623582,246.875,0.08001462973666823,75.01132559776306,26,1.9898476600646973,443.25,1,144.875,0,0,635.25,0,0.25,26,24,1,0.16069007721490328,79.38309979438782,127.53125,1,256,0.0,6912,105737,0,3441300.0,1762977758.764074,285.50390625,79.2336437702179,0
1284.9051004764492,32,2479.591392182,896,184,0.00390625,96,390.80078125,0.96875,0,1.0,0.14791720125349528,228.625,0.09788921388285104,74.01126670837402,27,2.340582847595215,414.75,1,132.625,0,0,570.625,0,0.125,27,25,1,0.18892905651283387,78.01806950569153,124.96875,1,256,0.0,7168,100045,0,3541345.0,1762977836.7868302,265.83203125,77.86178135871887,0
1457.397575303276,32,2546.801748385,928,203,0.0234375,96,411.4140625,0.96875,0,0.970703125,0.14682119449989445,231.25,0.10575657833675106,68.01032304763794,28,2.208543062210083,409.625,1,135.25,0,0,596.625,0,0.375,28,26,1,0.190663775550295,72.41752529144287,131.59375,1,256,0.0,7424,105322,0,3646667.0,1762977909.2090957,279.8203125,72.26717114448547,0
1429.8019641823234,32,2618.609779607,960,179,0.015625,97,374.58203125,0.96875,0,0.96875,0.13084887952760557,236.875,0.06576039839367118,63.009272813797,29,2.008392572402954,352.625,1,133.875,0,0,520.625,0,0.25,29,27,1,0.13881199899247568,67.20661640167236,123.84375,1,256,0.0,7680,95893,0,3742560.0,1762977976.4200778,250.73828125,67.06732988357544,0
1293.8104607371833,32,2687.674341871,992,182,0.0,96,362.2109375,0.96875,0,1.0,0.12752892544925276,232.625,0.04826998862250991,68.01003694534302,30,1.7740190029144287,392.125,1,136.625,0,0,555.125,0,0.0,30,28,1,0.11916618483167174,71.80423378944397,121.0,1,256,0.0,7936,92726,0,3835286.0,1762978048.2290394,241.2109375,71.66892123222351,0
1341.272805288654,32,2751.885791693,1024,202,0.0,97,361.125,0.96875,0,1.0,0.14316101681742147,218.75,0.08657287554837056,64.00978922843933,31,2.2563562393188477,371.125,1,117.75,0,0,573.125,0,0.0,31,29,1,0.1723096113849823,69.05916333198547,125.875,1,256,0.0,8192,92448,0,3927734.0,1762978117.293025,235.25,68.92557549476624,0
1383.7699207084966,32,2815.617299011,1056,169,0.0,98,346.34765625,0.96875,0,0.9609375,0.14164323056940892,232.125,0.08801766951952016,60.00920271873474,32,2.2166028022766113,360.125,1,126.125,0,0,521.125,0,0.0,32,30,1,0.18630631110336598,64.20551228523254,121.65625,1,256,0.0,8448,88665,0,4016399.0,1762978181.5030951,224.69140625,64.07495832443237,0
1410.93932035644,32,2876.114481963,1088,174,0.0,97,350.53125,0.96875,0,1.0,0.1408173347167426,208.625,0.08063637315132452,60.00943732261658,33,2.173534870147705,347.0,1,104.625,0,0,508.125,0,0.0,33,31,1,0.16460040057651792,63.72914457321167,125.46875,1,256,0.0,8704,89736,0,4106135.0,1762978245.236483,225.0625,63.600183725357056,0
1475.606472531755,32,2936.00339264,1120,232,0.00390625,97,347.890625,0.96875,0,0.9791666666666667,0.13912647594419852,223.25,0.08318665175379025,56.00833535194397,34,1.9835443496704102,387.375,1,115.75,0,0,619.375,0,0.125,34,32,1,0.1638165261784921,60.48242473602295,128.1875,1,256,0.0,8960,89060,0,4195195.0,1762978305.7235131,219.703125,60.35484504699707,0
1401.8475682860796,32,2999.041999225,1152,173,0.00390625,98,327.30859375,0.96875,0,1.0,0.14255743399619786,210.25,0.08180147179780664,56.008403301239014,35,1.9963421821594238,345.0,1,108.25,0,0,506.75,0,0.125,35,33,1,0.17464759757757692,59.89494204521179,120.875,1,256,0.0,9216,83791,0,4278986.0,1762978365.622773,206.43359375,59.77183389663696,0
1372.2581271756173,32,3056.783980445,1184,185,0.0,102,337.08984375,0.96875,0,0.9921875,0.13720192413911123,210.5,0.07015193162708494,57.00895071029663,36,3.093327283859253,330.25,1,106.5,0,0,484.875,0,0.0,36,34,1,0.1596852520912949,63.01361966133118,124.40625,1,256,0.0,9472,86295,0,4365281.0,1762978428.640768,212.68359375,62.88539910316467,0
1486.1858827251192,32,3116.13275383,1216,220,0.00390625,100,334.5234375,0.96875,0,0.986328125,0.13796684688794564,211.125,0.07592648383249304,54.00779581069946,37,1.896733283996582,385.625,1,106.125,0,0,605.625,0,0.125,37,35,1,0.1609915841429801,57.74761700630188,128.59375,1,256,0.0,9728,85638,0,4450919.0,1762978486.392636,205.9296875,57.62267088890076,0
1418.757125505341,32,3175.631161013,1248,187,0.0,103,328.234375,0.96875,0,0.9739583333333334,0.15001558138094312,196.875,0.11071244375899361,55.008002042770386,38,2.046571969985962,356.125,1,92.875,0,0,494.125,0,0.0,38,36,1,0.2031817286387405,59.35395884513855,133.8125,1,256,0.0,9984,84028,0,4534947.0,1762978545.750748,194.421875,59.226486682891846,0
1223.634193874749,32,3236.740284294,1280,195,0.0,96,283.8515625,0.96875,0,0.998046875,0.15272997866478394,191.875,0.11469805223748795,55.00831365585327,39,1.758005142211914,273.875,1,95.875,0,0,468.875,0,0.0,39,37,1,0.19990453811524228,59.49557018280029,119.53125,1,256,0.0,10240,72666,0,4607613.0,1762978605.2506251,164.3203125,59.38539505004883,0
1374.7612710493022,32,3290.063121407,1312,203,0.0,99,324.5806451612903,0.96875,0,0.9908854166666666,0.13834385466153823,189.5,0.0806068386854715,58.00841236114502,40,2.0901496410369873,307.0,1,87.5,0,0,493.75,0,0.0,40,38,1,0.15422630171851498,61.10341691970825,129.09677419354838,1,256,0.0,10496,83832,0,4691445.0,1762978666.358135,195.48387096774192,60.97931456565857,0
1312.6644943380936,32,3348.065985441,1344,163,0.0,98,272.84765625,0.96875,0,0.986328125,0.15966370248864198,187.25,0.12927781348358935,50.007866621017456,41,1.9952101707458496,270.625,1,84.25,0,0,419.625,0,0.0,41,39,1,0.23450218194616065,53.320191860198975,119.96875,1,256,0.0,10752,69849,0,4761294.0,1762978719.6826258,152.87890625,53.21161675453186,0
1254.9978305022112,32,3395.391280591,1376,238,0.0,99,283.77734375,0.96875,0,0.984375,0.15886283747720997,173.5,0.12861217743174896,54.00824594497681,42,2.912393569946289,304.875,1,71.5,0,0,465.0,0,0.0,42,40,1,0.23135267993906788,57.996925592422485,127.46875,1,256,0.0,11008,72647,0,4833941.0,1762978777.6838982,156.30859375,57.88615584373474,0
1496.7371398014016,32,3449.072899418,1408,218,0.0,96,276.0078125,0.96875,0,0.9856770833333333,0.1627446124914914,171.375,0.12997405488218888,44.00643348693848,43,2.1029913425445557,266.375,1,75.375,0,0,484.0,0,0.0,43,41,1,0.2545472878781352,47.320521116256714,124.09375,1,256,0.0,11264,70658,0,4904599.0,1762978825.008549,151.9140625,47.208022117614746,0
1245.21180565634,32,3498.145616689,1440,201,0.0,99,260.578125,0.96875,0,0.98046875,0.13911459719927893,182.375,0.08031134769661268,51.00774145126343,44,1.8011889457702637,248.125,1,79.375,0,0,449.125,0,0.0,44,42,1,0.16670301773304272,53.67805862426758,121.96875,1,256,0.0,11520,66708,0,4971307.0,1762978878.690828,138.609375,53.571609020233154,0
1328.1048594763365,32,3546.452888933,1472,180,0.00390625,97,254.0390625,0.96875,0,1.0,0.1589867451959562,157.75,0.12045146608008717,45.006572246551514,45,2.9309117794036865,208.0,1,55.75,0,0,387.125,0,0.125,45,43,1,0.2326430131995918,49.06875705718994,124.0625,1,256,0.0,11776,65034,0,5036341.0,1762978927.764286,129.9765625,48.9675190448761,0
1373.747958368886,32,3591.329367305,1504,160,0.0,97,256.07459677419354,0.0,0,1.0,0.16791569803945589,166.5,0.14576761392117668,46.00652837753296,46,2.9309117794036865,223.5,2,66.875,0,0,378.5,0,0.0,46,44,1,0.2584145017014702,48.30331826210022,124.16129032258064,0,256,0.0,12032,66212,0,5102553.0,1762978976.0721154,131.9133064516129,48.19806981086731,0
1537.597067769099,32,3640.641915033,1536,208,0.0,99,268.875,0.0,0,1.0,0.16864816350193385,171.0,0.14165477333018864,41.00604486465454,47,2.821812868118286,221.75,2,69.0,0,0,418.25,0,0.0,47,44,1,0.2687813922393074,44.87231707572937,132.5625,0,256,0.0,12288,68832,0,5171385.0,1762979020.9486575,136.3125,44.76595425605774,0
1323.738230949314,32,3688.583669073,1568,177,0.0,96,252.1915322580645,0.0,0,0.96875,0.16770808916443253,157.875,0.15224825525274926,46.006531715393066,48,1.8610646724700928,212.625,2,61.875,0,0,389.625,0,0.0,48,45,1,0.26922292075921783,49.30805015563965,127.70967741935483,0,256,0.0,12544,65137,0,5236522.0,1762979070.261096,124.48185483870968,49.20685863494873,0
1304.9656252094994,32,3733.683400341,1600,184,0.0,97,243.8671875,0.0,0,0.984375,0.18270680561565084,151.125,0.17323635550716165,45.006728649139404,49,2.1374013423919678,183.625,2,54.125,0,0,367.625,0,0.0,49,46,1,0.33081356342812307,47.93755531311035,126.90625,0,256,0.0,12800,62430,0,5298952.0,1762979118.2028868,116.9609375,47.84034061431885,0
1353.8390558404608,32,3779.791891163,1632,183,0.0,100,237.96875,0.0,0,0.994140625,0.1807950209352331,160.0,0.17306431120106636,42.006190061569214,50,1.6955780982971191,200.5,2,58.0,0,0,381.5,0,0.0,50,47,1,0.3117873079667987,45.09571433067322,127.25,0,256,0.0,13056,60920,0,5359872.0,1762979163.3028688,110.71875,44.997963190078735,0
1336.727892479585,32,3822.485463589,1664,200,0.0,97,240.2109375,0.0,0,0.93359375,0.16978350216591817,150.125,0.15508809093572956,43.006258487701416,51,1.687004566192627,200.125,2,53.125,0,0,392.0,0,0.0,51,48,1,0.30271005985848165,46.104060888290405,131.625,0,256,0.0,13312,61494,0,5421366.0,1762979209.4112506,108.5859375,46.003379106521606,0
1239.0850229952978,32,3866.080695533,1696,157,0.0,96,206.1953125,0.0,0,0.9765625,0.17695196591060347,144.0,0.16619159167758837,39.00596904754639,52,1.957247018814087,186.25,2,48.0,0,0,339.25,0,0.0,52,49,1,0.30704931716723877,42.68934464454651,117.125,0,256,0.0,13568,52786,0,5474152.0,1762979252.1047757,89.0703125,42.600789308547974,0
1236.7767399767401,32,3903.287769072,1728,267,0.0,96,210.15234375,0.0,0,0.9817708333333334,0.18904997356136022,139.5,0.19050670137178966,40.0059916973114,53,1.8401033878326416,156.625,2,43.5,0,0,418.375,0,0.0,53,50,1,0.35181033302445963,43.590806007385254,123.03125,0,256,0.0,13824,53799,0,5527951.0,1762979295.7000537,87.12109375,43.49936270713806,0
1471.0401775190721,32,3938.967434795,1760,173,0.0,98,213.25390625,0.0,0,0.98828125,0.17272891054793826,151.875,0.15230485871060437,33.00483822822571,54,2.884303092956543,148.75,2,48.75,0,0,315.125,0,0.0,54,51,1,0.28959875870544916,37.201101779937744,122.6875,0,256,0.0,14080,54593,0,5582544.0,1762979332.9054832,90.56640625,37.11183476448059,0
1455.1428955027811,32,3978.518166271,1792,169,0.0,99,202.3125,0.0,0,0.94921875,0.18207355533731595,147.875,0.18296995629996354,32.004688024520874,55,1.9566729068756104,154.25,2,42.875,0,0,310.75,0,0.0,55,52,1,0.3370512605154883,35.67718052864075,122.21875,0,256,0.0,14336,51792,0,5634336.0,1762979368.5867996,80.09375,35.59238076210022,0
1361.4426054629,32,4014.926823209,1824,185,0.0,96,209.92741935483872,0.0,0,0.9596354166666667,0.1918625214654744,127.5,0.20007921877599844,36.005141496658325,56,1.8638710975646973,167.0,2,31.5,0,0,352.0,0,0.0,56,53,1,0.37255424029072004,39.5464231967926,128.06451612903226,0,256,0.0,14592,53721,0,5688057.0,1762979408.1374362,81.86290322580645,39.458879709243774,0
1410.7664558038712,32,4051.295384351,1856,216,0.0,97,200.13671875,0.0,0,0.984375,0.20071999315354383,144.875,0.2143712102123449,33.004786014556885,57,1.9208471775054932,129.5,2,43.0,0,0,340.125,0,0.0,57,54,1,0.3960550074071656,36.40448045730591,122.65625,0,256,0.0,14848,51235,0,5739292.0,1762979444.5463154,77.48046875,36.31713795661926,0
1479.0834299137312,32,4087.443353904,1888,202,0.0,98,209.59375,0.0,0,0.9778645833333333,0.20810455555699175,139.875,0.23357508533309007,32.005120277404785,58,2.5586965084075928,139.5,2,37.875,0,0,315.5,0,0.0,58,55,1,0.4240205343802691,36.36426043510437,129.65625,0,256,0.0,15104,53656,0,5792948.0,1762979480.9149258,79.9375,36.27652025222778,0
1491.8236243188958,32,4124.519180882,1920,200,0.0,96,211.66129032258064,0.0,0,0.974609375,0.22015146198887683,135.0,0.2504590190813785,33.00481724739075,59,1.6874804496765137,140.25,2,32.75,0,0,324.375,0,0.0,59,56,1,0.48399147115067404,36.143338203430176,131.03225806451613,0,256,0.0,15360,53788,0,5846736.0,1762979517.0627992,80.62903225806451,36.05520057678223,0
1399.6070564387799,32,4163.076917242,1952,210,0.0,98,202.203125,0.0,0,1.0,0.2124937992583539,132.375,0.23012770696458207,34.00514221191406,60,1.518968105316162,142.125,2,31.375,0,0,352.125,0,0.0,60,57,1,0.44312171910291653,37.07128071784973,128.25,0,256,0.0,15616,51764,0,5898500.0,1762979554.1383622,73.953125,36.98466634750366,0
1310.2475090661862,32,4200.228927153,1984,219,0.0,96,195.59375,0.0,0,0.9791666666666667,0.2134407389046602,134.25,0.23649773018553316,35.00504541397095,61,1.606523036956787,180.75,2,33.625,0,0,399.75,0,0.0,61,58,1,0.45483017467257936,38.551488637924194,127.75,0,256,0.0,15872,50072,0,5948572.0,1762979592.6940372,67.84375,38.21568036079407,0
1270.9210814769158,32,4236.620516062,2016,196,0.0,96,182.75,0.0,0,1.0,0.24577750465740952,126.0,0.29061122022195235,34.00506806373596,62,1.7334260940551758,134.5,2,30.0,0,0,299.375,0,0.0,62,59,1,0.5843684040867936,37.14989423751831,120.1875,0,256,0.0,16128,46784,0,5995356.0,1762979629.8481631,62.5625,36.811097621917725,0
1333.568825613365,32,4269.783658051,2048,170,0.0,97,189.10546875,0.0,0,1.0,0.20245202575624577,127.25,0.20817977024743461,33.00483751296997,63,1.620802879333496,102.5,2,24.25,0,0,264.0,0,0.0,63,60,1,0.40544047804505906,36.3874032497406,123.59375,0,256,0.0,16384,48411,0,6043767.0,1762979666.2399561,65.51171875,36.301838397979736,0
1542.446704856378,32,4306.96041979,2080,167,0.0,97,199.26953125,0.0,0,0.9921875,0.2492438394703152,130.5,0.31084805313678776,30.00438690185547,64,1.5911073684692383,118.125,2,33.125,0,0,269.0,0,0.0,64,61,1,0.5857031922863845,33.158498764038086,131.96875,0,256,0.0,16640,51013,0,6094780.0,1762979699.4027817,67.30078125,33.07277965545654,0
1311.4019461335272,32,4343.64939128,2112,202,0.0,96,189.98828125,0.0,0,0.9251302083333333,0.2526031809919811,127.875,0.331344257101632,34.00476884841919,65,1.670870304107666,106.0,2,29.875,0,0,308.0,0,0.0,65,62,1,0.6254753915888087,37.17238211631775,132.0,0,256,0.0,16896,48637,0,6143417.0,1762979736.5795515,57.98828125,37.08779001235962,0
1296.2785604303738,32,4379.359075621,2144,246,0.0,101,185.3359375,0.0,0,0.98046875,0.22136293855346462,122.75,0.23627045181051481,33.004685163497925,66,1.7166481018066406,112.0,2,20.75,0,0,348.75,0,0.0,66,63,1,0.5070798212757444,36.68449568748474,130.0625,0,256,0.0,17152,47446,0,6190863.0,1762979773.268587,55.2734375,36.60170078277588,0
1298.9494200796526,32,4411.952575523,2176,171,0.0,100,180.75,0.0,0,1.0,0.24682644967696157,125.625,0.2893555494053439,31.004881143569946,67,2.5914011001586914,87.125,2,25.625,0,0,241.25,0,0.0,67,64,1,0.5930355986392855,35.70472764968872,127.125,0,256,0.0,17408,46272,0,6237135.0,1762979808.9776294,53.625,35.622634172439575,0
1366.4630285248777,32,4443.229686568,2208,190,0.0,103,172.18359375,0.0,0,1.0,0.2132886793600382,129.125,0.22292133404156506,29.004122018814087,68,1.5485386848449707,101.375,2,25.125,0,0,291.375,0,0.0,68,65,1,0.4580294170115013,32.58969712257385,125.9375,0,256,0.0,17664,44079,0,6281214.0,1762979841.5716121,46.24609375,32.25773334503174,0
1421.6882146946025,32,4476.187341293,2240,172,0.0,96,173.2421875,0.0,0,0.96484375,0.2434749390453974,122.25,0.29890672290707027,28.004150867462158,69,1.6613550186157227,105.5,2,17.875,0,0,261.5,0,0.0,69,66,1,0.5813947964265558,31.2733895778656,126.96875,0,256,0.0,17920,44350,0,6325564.0,1762979872.8492668,46.2734375,31.1953067779541,0
1254.7073503155734,32,4508.690949198,2272,170,0.0,96,161.14453125,0.0,0,0.984375,0.2527631355680034,117.75,0.3164097282867737,30.004443407058716,70,1.746835470199585,82.25,2,17.625,0,0,252.25,0,0.0,70,67,1,0.6069579327376577,32.95338773727417,121.78125,0,256,0.0,18176,41253,0,6366817.0,1762979905.8068454,39.36328125,32.87858319282532,0
